"filename", "language", "JSON with Comments", "JavaScript JSX", "TypeScript", "JSON", "PostCSS", "TypeScript JSX", "XML", "Markdown", "Properties", "HTML", "comment", "blank", "total"
"c:\Users\Σταύρος\Desktop\wrotit\src\images\search.svg", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 13
"c:\Users\Σταύρος\Desktop\wrotit\src\images\share.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\Σταύρος\Desktop\wrotit\src\images\top.svg", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"c:\Users\Σταύρος\Desktop\wrotit\src\images\twitter-icon.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\Σταύρος\Desktop\wrotit\src\images\unchecked.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\Σταύρος\Desktop\wrotit\src\images\unsavedpost.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6
"c:\Users\Σταύρος\Desktop\wrotit\src\index.css", "PostCSS", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Σταύρος\Desktop\wrotit\src\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 11, 45
"c:\Users\Σταύρος\Desktop\wrotit\src\react-app-env.d.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"c:\Users\Σταύρος\Desktop\wrotit\src\reportWebVitals.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Σταύρος\Desktop\wrotit\src\setupTests.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\Σταύρος\Desktop\wrotit\src\timeseries.json", "JSON", 0, 0, 0, 1730, 0, 0, 0, 0, 0, 0, 0, 0, 1730
"c:\Users\Σταύρος\Desktop\wrotit\tsconfig.json", "JSON with Comments", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Σταύρος\Desktop\wrotit\types\png.d.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"Total", "-", 26, 3525, 23, 21815, 236, 54, 416, 28, 1, 20, 277, 548, 26969
